id,law_name,article,category,issued_date_raw,issued_date,document_no,title,start_printed_page,end_printed_page,start_physical_page,end_physical_page,keywords,source_quality,completeness_note,body,drive_url,source_url,list_url
interp-0022,護理人員法解釋彙編,第 8 條,,86.1.29,1997-01-29,衛署醫字第86007633號,86.1.29.衛署醫字第86007633 號函,51,51,64,64,護理人員、護士、執業登記,彙編節錄,108年彙編多數未保留正本、副本或署名欄；本筆已依下一封函或下一條文邊界切分。,"86.1.29.衛署醫字第86007633 號函 
一、台端 86 年 1 月 14 日函，收悉。 
二、查「護理人員管理規則」（護理人員法公布施行後停止適
用） 第10 條及護理人員法第 8 條均規定，護理人員執業，
應向所在地直轄市或縣（市）衛生主管機關申請執業登記
。台端擔任國立中正紀念堂「約僱護士」，如係執行護理
人員業務，應依上開規定辦理。至於台端應辦理而未辦理
執業登記之服務年資，可否採計為公務人員銓敘之年資，
應由採認機關決定。 
三、復請 查照。",https://drive.google.com/file/d/1IEo7JO0CoxnfXCeiRm87BLzYfexqwZH7/view?usp=drivesdk,,
interp-0023,護理人員法解釋彙編,第 8 條,,86.2.3,1997-02-03,衛署醫字第85064399號,86.2.3.衛署醫字第85064399 號函,51,51,64,64,護理人員、護理師、護士、執業登記、執業執照,彙編節錄,108年彙編多數未保留正本、副本或署名欄；本筆已依下一封函或下一條文邊界切分。,"86.2.3.衛署醫字第85064399 號函 
一、台端 85 年 11 月來函收悉。 
二、按護理人員法公布施行前，護理人員之執業及管理係依「
護理人員管理規則」 規定辦理。該規則第10 條規定，護理
人員執業時，應向所在地直轄市或縣（市）衛生主管機關
繳驗護理師或護士證書，……申請發給執業執照。惟家庭
計畫推廣中心兼具醫療及衛生雙重性質，依台端所附「僱
用契約書」規定工作內容亦可歸屬衛生技術行政工作，得
免辦理執業登記。 
三、復請 查照。",https://drive.google.com/file/d/1IEo7JO0CoxnfXCeiRm87BLzYfexqwZH7/view?usp=drivesdk,,
interp-0024,護理人員法解釋彙編,第 8 條,,86.3.20,1997-03-20,衛署醫字第86012919號,任職於中華民國紅十字會台灣省台南市支會之護士，是否,51,52,64,65,護理人員、護士、執業登記,彙編節錄,108年彙編多數未保留正本、副本或署名欄；本筆已依下一封函或下一條文邊界切分。,"86.3.20.衛署醫字第86012919 號函 
主旨：任職於中華民國紅十字會台灣省台南市支會之護士，是否
准予辦理執業登記乙案，復請 查照。 
說明： 
一、復 貴處 86 年 3 月 7 日衛五字第 860012943 號函。 二、本案護士從事學校教職員、學生及一般社會人士…之急救
訓練工作，與護理業務相關，得准予辦理執業登記。",https://drive.google.com/file/d/1IEo7JO0CoxnfXCeiRm87BLzYfexqwZH7/view?usp=drivesdk,,
interp-0025,護理人員法解釋彙編,第 8 條,,86.5.17,1997-05-17,衛署醫字第86017775號,有關中華民國新生兒醫學會辦理「早產兒追蹤門診計畫」,52,52,65,65,護理人員、護士、執業登記,彙編節錄,108年彙編多數未保留正本、副本或署名欄；本筆已依下一封函或下一條文邊界切分。,"86.5.17.衛署醫字第86017775 號函 
主旨：有關中華民國新生兒醫學會辦理「早產兒追蹤門診計畫」
約僱派駐縣市之護士，能否准予辦理執業登記乙案，復請 
查照。 
說明：本案該學會辦理「早產兒追蹤門診專案計畫」，約僱派駐
縣市之護士，執行早產兒門診跟診、量身高體重、護理指
導及電話追蹤，涉及執行護理人員業務，應依法辦理執業
登記，並以其執業之場所，為其執業登記之地點。",https://drive.google.com/file/d/1IEo7JO0CoxnfXCeiRm87BLzYfexqwZH7/view?usp=drivesdk,,
interp-0026,護理人員法解釋彙編,第 8 條,,87.3.23,1998-03-23,衛署醫字第87014069號,有關花蓮縣秀林鄉天祥晶華渡假酒店擬聘僱護士，並辦理,52,52,65,65,護理人員、護士、執業登記,彙編節錄,108年彙編多數未保留正本、副本或署名欄；本筆已依下一封函或下一條文邊界切分。,"87.3.23.衛署醫字第87014069 號函 
主旨：有關花蓮縣秀林鄉天祥晶華渡假酒店擬聘僱護士，並辦理
執業登錄乙案，復請 查照。 
說明： 
一、復 貴局 87 年 2 月 27 日 87 花衛五字第2363 號函。 
二、花蓮縣秀林鄉天祥晶華渡假酒店為顧及遊客醫療需求聘僱
護理人員擔任該店景觀資源娛樂活動部護士，如其確有從
事護理工作之事實，得准其辦理執業登記。其機構代碼得
以護產機構權屬別「其他」編碼。",https://drive.google.com/file/d/1IEo7JO0CoxnfXCeiRm87BLzYfexqwZH7/view?usp=drivesdk,,
interp-0027,護理人員法解釋彙編,第 8 條,,87.11.6,1998-11-06,衛署醫字第87056029號,所詢台南市緊急救護指揮中心護理人員，自民國 81 年起,52,53,65,66,護理人員、執業登記、執業執照,彙編節錄,108年彙編多數未保留正本、副本或署名欄；本筆已依下一封函或下一條文邊界切分。,"87.11.6.衛署醫字第87056029 號函 
主旨：所詢台南市緊急救護指揮中心護理人員，自民國 81 年起
進駐台南市消防局救災救護指揮中心，擔任協勤護理人員
，於本(87)年 9 月 1 日方辦理執業登錄，是否可追溯登錄
年資至 81 年乙案，復請 查照。 
說明： 
一、復 貴局 87 年 9 月 17 日南市衛五字第 8717686 號函。 
二、護理人員執業，未依規定向所在地直轄市或縣(市)主管機
關申請發給執業執照者，縱申請自願接受行政罰鍰，仍不 得改變或追溯其執業登記日期，前經本署 84 年 9 月 14 日
衛署醫字第 84055861 號函釋在案 ， 惟本案救護指揮中心護
理人員，若曾提出申請辦理執業執照但遭駁回，則不在此
限。",https://drive.google.com/file/d/1IEo7JO0CoxnfXCeiRm87BLzYfexqwZH7/view?usp=drivesdk,,
interp-0028,護理人員法解釋彙編,第 8 條,,88.3.25,1999-03-25,衛署醫字第88010515號,有關高雄縣衛生局為護理人員執業與歇業登錄事宜，函請,53,53,66,66,護理人員、執業登記、執業執照、歇業,彙編節錄,108年彙編多數未保留正本、副本或署名欄；本筆已依下一封函或下一條文邊界切分。,"88.3.25.衛署醫字第88010515 號函 
主旨：有關高雄縣衛生局為護理人員執業與歇業登錄事宜，函請
釋疑乙案，復請 查照 
說明： 
一、復 貴處 88 年 1 月 21 日 88 衛五字第0002729 號函。 
二、按護理人員法第 8 條規定：「護理人員執業，應向所在地
直轄市或縣(市)主管機關送驗護理人員證書，發給執業執
照」。爰此，護理人員未辦理執業登錄即行執業，應依同
法第 33 條規定處理。 
三、護理人員如係執行護理人員法規定之業務，即應依規定辦
理執業登錄，故護理人員於試用期間仍須辦理執業登錄。
至護理人員於軍中部隊醫務室服務可否辦理執業登錄乙節
，由於目前國軍部隊之醫務室，均未另設置民眾診療服務
處 ， 依醫療法第88 條規定 ， 其管理由國防部另依其所訂頒
之「國軍衛生勤務規則」及其相關作業規定辦理；又由於
醫務室主要任務為部隊衛勤作業，非屬一般服務民眾之執
業單位，其護理人員不須向所在地直轄市或縣(市)主管機
關辦理執業登記。 
四、護理人員與其服務之醫療機構發生糾紛，而未能取得離職
證明書者，其於申請執業執照註銷登記時，得以其出具之
切結書（應敘明離職日期）辦理執業執照之註銷登記事宜
， 前經本署84 年 8 月 14 日衛署醫字第 84049486 號函釋在
案。",https://drive.google.com/file/d/1IEo7JO0CoxnfXCeiRm87BLzYfexqwZH7/view?usp=drivesdk,,
interp-0029,護理人員法解釋彙編,第 8 條,,88.9.9,1999-09-09,衛署醫字第88047523號,函詢本署根除三麻一風計畫派駐苗栗縣衛生局工作人員， 持有護士證書，是否准予辦理護理人員執業登錄乙案，復,53,54,66,67,護理人員、護士、執業登記,彙編節錄,108年彙編多數未保留正本、副本或署名欄；本筆已依下一封函或下一條文邊界切分。,"88.9.9.衛署醫字第88047523 號函 
主旨：函詢本署根除三麻一風計畫派駐苗栗縣衛生局工作人員， 持有護士證書，是否准予辦理護理人員執業登錄乙案，復
請 查照。 
說明： 
一、復 貴局 88 年 7 月 15 日 88 衛五字第8810898 號函。 
二、依所附業務項目證明書，根除三麻一風計畫，應屬衛生機
關之衛生技術行政工作範疇，護理人員擔任該項工作，依
護理人員法第 8 條及第 11 條規定 ， 非屬須辦理執業登記之
範圍。",https://drive.google.com/file/d/1IEo7JO0CoxnfXCeiRm87BLzYfexqwZH7/view?usp=drivesdk,,
interp-0030,護理人員法解釋彙編,第 8 條,,88.11.22,1999-11-22,衛署醫字第88069200號,所詢衛生局之技士、技佐領有助產士證書者，是否適用助,54,54,67,67,護理人員、執業登記、執業執照、開業,彙編節錄,108年彙編多數未保留正本、副本或署名欄；本筆已依下一封函或下一條文邊界切分。,"88.11.22.衛署醫字第88069200 號函 
主旨：所詢衛生局之技士、技佐領有助產士證書者，是否適用助
產士法第 7 條規定，准予發給助產士執業執照乙案，復請 
查照。 
說明： 
一、復 貴局 88 年 11 月 1 日 88 衛五字第12048 號函。 
二、依助產士法第 18 條規定，助產士業務為(1)接生；(2)產
前檢查及保健指導；(3)產後檢查及指導；(4)嬰兒保健指
導；(5)生育指導。衛生機關人員非屬從事上開業務，縱領
有助產士證書 ， 依助產士法第7 條、第10 條及同法施行細
則第 7 條規定之旨，亦不應辦理執業登記。",https://drive.google.com/file/d/1IEo7JO0CoxnfXCeiRm87BLzYfexqwZH7/view?usp=drivesdk,,
interp-0031,護理人員法解釋彙編,第 8 條,,90.7.24,2001-07-24,衛署醫字第0900044551號,所詢已領有護士證書，而仍就讀於大學或技術學校、專科,54,55,67,68,護理人員、護士、執業執照,彙編節錄,108年彙編多數未保留正本、副本或署名欄；本筆已依下一封函或下一條文邊界切分。,"90.7.24.衛署醫字第0900044551 號函 
主旨：所詢已領有護士證書，而仍就讀於大學或技術學校、專科
學校等日間部未畢業學生，可否請領護理人員執業執照乙
案，復請 查照。 
說明： 
一、復 貴局 90 年 6 月 19 日彰衛字第 90101708 號函。 
二、按就讀大學或技術學院、專科學校等日間部學生，應以學
業為重，其雖領有醫事人員證書，仍宜俟其畢業後始可請
領執業執照；至於就讀夜間部或在職班者，為利已就業之
社會青年繼續進修，得不予限制其申領執業執照。",https://drive.google.com/file/d/1IEo7JO0CoxnfXCeiRm87BLzYfexqwZH7/view?usp=drivesdk,,
interp-0032,護理人員法解釋彙編,第 8 條,,92.12.19,2003-12-19,衛署醫字第0920066391號,所詢台北市政府社會局至善老人養護中心委託財團法人天,55,55,68,68,護理人員、執業登記,彙編節錄,108年彙編多數未保留正本、副本或署名欄；本筆已依下一封函或下一條文邊界切分。,"92.12.19.衛署醫字第 0920066391 號書函 
主旨：所詢台北市政府社會局至善老人養護中心委託財團法人天
主教耕莘醫院辦理福利服務，所聘僱護理人員申請執業執
照登錄乙案，復如說明，請 查照。 
說明： 
一、復 貴局 92 年 12 月 15 日北市衛五字第 09238353310 號
函。 
二、台北市政府社會局至善老人養護中心委託財團人天主教耕
莘醫院辦理福利服務，所聘僱護理人員如其確有從事護理
工作之事實，得准其辦理執業登記，其機構代碼得以護產
機構權屬別「其他」編碼。",https://drive.google.com/file/d/1IEo7JO0CoxnfXCeiRm87BLzYfexqwZH7/view?usp=drivesdk,,
interp-0033,護理人員法解釋彙編,第 8 條,,93.8.27,2004-08-27,衛署醫字第0930031576號,所詢具有醫事人員資格者之高壓氧設備操作技術員，是否,55,56,68,69,護理人員、執業登記、執業執照,彙編節錄,108年彙編多數未保留正本、副本或署名欄；本筆已依下一封函或下一條文邊界切分。,"93.8.27.衛署醫字第 0930031576 號書函 
主旨：所詢具有醫事人員資格者之高壓氧設備操作技術員，是否
須辦理執業登錄等情乙案，復如說明，請 查照。 
說明： 
一、復 貴局 93 年 7 月 22 日北衛醫字第0930029820 號函。 
二、按各類醫事人員執業，應向執業所在地直轄市、縣(市)主
管機關申請執業登記，領有執業執照後，始得依各該專門
職業法律規定之業務執業，為各該醫事人員專業法規所明
定。惟據「特定醫療技術檢查檢驗醫療儀器施行或使用管
理辦法」 第2 條附表第 19 項高壓氧設備 ， 有關配合醫師操
作該設備之醫事人員資格包括護理人員 ； 另依該辦法第10
條規定，本辦法施行前，已施行或使用特定治療檢查檢驗
項目者，應於本辦法施行之日起 6 個月內，依本辦法規定
補正申請登記。查該管理辦法有關補正申請登記之規定係
於 93 年 2 月 26 日修正發布，本案謝姓及唐姓護理人員於
7 月 9 日在法定期限內辦理執業登錄補正程序，應無不法
。 
三、檢送「特定醫療技術檢查檢驗醫療儀器施行或使用管理辦
法」乙份，請參考。",https://drive.google.com/file/d/1IEo7JO0CoxnfXCeiRm87BLzYfexqwZH7/view?usp=drivesdk,,
